comment,comment_length
Makin mantap ni RI 🎉,20
Jangan buat berita hoax dong. Sampai saat ini tenaga kerja ahli dr luar negri. Ngimpi,85
Saya hanya bisa mendoakan semoga bisa terealisasikan dan berjalan lancar amiin,78
Kok gk sampi 350km/ jam,23
Dan Alhamdulillah saat itu bukan Jokowi 😅,41
Semoga SDM negeri ini mampu,27
Jebakkan hutang Cina Lewat kereta cepat,39
Mau nipu lagi ya😊,17
Masih menunggu jalur kereta cepat jakarta-bandung-surabaya buatan anak negri 😘😘,79
Kenapa mahal ?? karena adanya alih teknologi dari China.<br>Jepang gak mau transfer tekhnologi,94
Udah bosan di iming&quot;,25
Kasih nama esemka ...,21
"Untung ga kerja sama dengan jepang, ga bakal dikasih teknologinya",65
Dagelan semua....jangankan buat sendiri ...orang tenaganya aja semua dri China ..,81
Jangan goyang2 ya pak/bu. Yg mulus kayak Fuxing hehehe,54
"Penerus Pak Jokowi harus yg sejalan dg visi dan apa yg sudah dilkukan dilanjutkan dan ditingkatkan lebih baik dari Pak Jokowi. <br>Yg pasti Prabowo dan Anies tidak punya bukti kredibitilitas dan integritas untuk mengemban tugas presiden, harus lebih banyak yg sperti Ganjar. <br><br>Sudah lelah bangsa ini ditangan pemimpin yg gak kerja untuk rakyat.",350
"KA Cepat dg kecepatan 230 Km/jam maka Jkt - Sby bs tembus 4 jam. Mantap KA Cepat Merah Putih buatan PT. INKA, utk Indonesia Maju... <br>🚅 🚅 🚅 🚅  🚝 🚝 🚝",150
Knapa nggk bikin 500 km perjam..jngan nanggung dong bikin nya...palinh nggk 380 km pr jam,89
250 per km apa termasuk kereta cepat,36
Kok nggk 350 perjam kok lambat dari woos,40
kalau JKT je Surabaya lewat Semarang dan Cirebon.berarti pakai rel yg sudah ada yg lebar  1 meter. kalau kecepatan kereta lebih dari 120km/jam. berarti rel nya akan dibongkar atau direvisi total dan pasti juga akan menelan biaya bermiliar miliar dolar. itupun kecepatan maximal 160km/jam.kalau ingin mencapai 230km/jam.berarti rel nya harus bongkar totol dibangun ulang yg lebar 1.435 meter.,391
"Mobil esemka ada,, skrg kereta cepat esemka... Mantap",53
Kalau bikin kereta cepat ya sekalian bikin mesinnya juga,56
Untuk mesin diesel kereta argo anggerek sudah  cepat sekali.,60
Itulah yg dilakukan China Dahulu kerjasama dengan Amerika dan Rusia serta mengambil Teknologi mereka utk diterapkan di China,124
Makanya kita harus banyak berterima kasih pada cina karena negara didunia negara yang paling banyak sedekah alih teknologi tinggi benarlah kata bijak dalam mutiara Islam &quot; tuntutlah ilmu walau sampai kenegeri cina &quot; sekarang wahai pembenci cina dan presiden Joko widodo segera insyaf lah ini masalah tehnologi bukan masalah agama pertama beli kereta Apinya kedua jiplak tehnologinya memang Jokowi itu presiden paling jenius ..,436
"Tapiiiiii apa dapat ijin,!!!!???",32
KRL dan LRT aja masih sering rusak ini kereta cepat🤣🤣🤣,54
Project jalan kereta cpt ini nya emang udah tahun2 kebelakang.. mungkin ini yg jd implementasi nya...,101
Orang yg gk paham.dikit2 cina yg di bahas.dulu rosululloh mengutus sahbatnya untuk pergi ke negri cina.karena cina sudah bisa membuat kertas.begtu juga sekrang pk jkowi.selain untuk kpentingan rakyat.untuk mempeljari agar bisa membuat sendri.selain untuk kebutuhan dlam negri untuk di pasarkan ke negara lain dengan harga lebih rendah.dengan begitu indonesia akan menguasai pasaran dan menciptakan lapangan tenaga kerja dlam negri..ini pemikiran dari rakyat biasa..,465
"Pembangunan kereta bukan cuma bikin mesin jalan cepet bos, tapi seluruh aspek engineeringnya perlu dipikirin bahkan persinyalan itu perlu banget diatur. Pesimis banget untuk bisa. Kalo cuma bikin mesjn super cepat dengan gaya gesek sekian, bisa apa enggak ya sih yakin bisa. Tapi apakah kereta cepat cuma itu?? <br>Kalo",319
Harus buat secepatnya biar maju indonesia dn pintar mmbuat sendiri,66
Pasti ujung ujungnya nyuruh coblos ganjar .. wkwkwk,51
Pentingnya TOT,14
"Alhamdulillah, dengan kepemimpinan yg baik.....akan memberikan kemajuan Negara",78
Mau berita bohong apalagi.......<br>Masa kereta cepat whoosh saja utangnya sampai kiamat tidak dapat lunas.....eh..eh...ada berita kita dapat buat kereta cepat. Otaknya taruh dimana??? Kalau kita bisa kereta siluman ngapain kita utang sama cina???otaknya terlalu pintar untuk berbohong akhirnya isinya pembohongan terus . Coba sekarang hadirkan mobil siluman esemka yang membuat viral akhirnya menjadikan gubernur dan jadi presiden.,432
"Soal tranfr ilmu china jangan di ragukan lagi, tempe tahu bakso dsb itu contoh sederhana karya etnis china di indonesia. Tpi tentang suatu hal yg lebih besar lainya kita harus lebih cerdas dan tegas.",199
anak indon bikin kerta cpat ? ? ? dari fodol kaleeee😢,53
"Kok baru pintar, atau terpaksa ikut2an tolol",44
Ya klu bisa dari sekrg Uda bisa dirancng diatas kecepatan yg sekrg semngt trusss ank bangsa mantap,98
Kereta api SMK,14
"Jangan berhayal terlalu tinggi,  yg ada aja blm beroperasi",58
"Itu Namanya Transfer Teknologi Dari China Ke Indonesia. Itulah Untungnya Kerjasama Dengan Negara Yg Terbuka Masalah Teknologi,?!",128
<b>༺❁❀❁⫷🇮🇩💝DAERAH KHUSUS BISNIS JAKARTA (DKBJ) &amp; INDONESIA SUPER POWER IN THE WORLD 2045💖🇮🇩⫸❁❀❁༻</b>,104
yang ada HUTANG dibebankan ke RAKYAT PASKOMPAS ayolah beritanya yg cerdas dikit napa.,85
Tergantung siapa nanti presidennya saudara...,45
"Php joko,sama dengan mobil smk dimana wujudnya???",49
Mantul mantul mantul...... Terus ke bali...,43
Ayo pemuda pemudi indonesia yang luar biasa. Kalian hebat karena terbukti dalam keadaan terjepit/sulit pun kalian masih bisa bertahan. Daya juang tidak diragukan dibanding bangsa lain. Bangun bangun terus..jangan kendor. Jadikan spirit ini adalah kesadaran bersama untuk berjuang maju.,285
"Jgn cuma buatnya buat proyek pejabat yapi juga harus pintar merawatnya jangan kayak jalan nasional, jago bikin dgn anggaran besar dan biaya perawatan besar tapi baru 1 tahun uda ambrol bolong sana sini😑",202
Selagi pemimpinnya Gerombolan Plongo Cireng lebih bangga semuanya Diimport,74
"Aneh utk apa beli KA cepat Cina dengan ngutang, kalo bisa bikin sendiri?!!... Dlm waktu dekat ini?<br>Apa.skenario spt mobil esemka, Semua dari China tinggal tempel merk aja?!",175
Emang bisa indonesia bikin mesin kereta cepat sendiri🤣🤣🤣,56
Memang wajib diteruskan hingga surabaya dan banyuwangi.,55
China itu jangan diikuti maunya tapi diikuti caranya China bisa maju,68
Sipp lahh...indonesia bikin sendiri kereta cepat. Indonesia menuju negara maju...kereeenn..!!@,94
PREET ..... ASEMKA GIMANA KABAR,31
Jokowi penghabis APBN .,23
EMANGNYA GUE PIKIRIN,20
"Kerata cepat itu menguntungkan cina. Cepat dorong mengganti secara masal hakim hakim yang curang matre dll, menyita koruptor koruptor untuk melunasi hutang negara yang melejit demi rakyat. Kata kyai mati syahid itu enak banget dan langsung merasa nikmat disurga",261
kecematan 230 Kmh bukannya semicepat ya. kereta cepat kan &gt;250Km/jam,71
Inilah yg harus terus kita dukung dang menjaganya sebagai bangsa yg besar dan diharapkan kehadiranya oleh semua bangsa,118
😂 klo korup penghianat bangsa ttt w percaya<br><br>Thats real,61
"Sumatra kapa..,masak Jawa terus... 😅😂😅,,,seharusnya buat dari peLembang ke aceh",79
Ngawur  Ngawur Ngawur,21
HARUS BEGITU!!! TERUS YG MEMBUAT RELNYA GIMANA?????,51
Mantap maju terus Indonesia,27
KAMI DARI INDONESIA TIMUR JUGA PENGEN DI BUATKAN JALUR KERETA CEPAT.... KARNA PULAU2 KECIL KAMI SUATU SAAT AKAN MENJADI SINGAPURA2 DAN BRUNEI2 BARU,147
Buatan anak bangsa gak bakalan di dukung &#39; selagi NKRI masih dipimpin anjing Cina.,86
"Mobil SMK saja bisa,   kereta juga harus bisa😅",46
Kaya vaksin merah putihya. .cuma omdo.,38
Pasti yang bikinnya kang Udin ya .?,35
Buat ap kereta cepat. Hutang menumpuk,37
Putra-putri indonesia banyak yg pintar mereka dapat beasiswa jaman Pak Harto contoh dirut PT PAL,96
"Sepenuhnya madein Indonesia? Belum lah...ingat,mesti dah dapat ilmunya,namun banyak sektor pendukung yang belum siap.",117
Woww...ini keren 🇲🇨🇲🇨👍,22
Duitnya dari mana Ceng<br>Jakarta Bandung ajah ngutangnya POLLL,63
Kita juga harus bangga karena mobil Esemka  sdh byk yg pesan dan sdh di produksi masal hingga saat ini.,103
"Ko 230 km per jam hanya 2 kali kereta argo bromo skrg,  Bukan 350 seperti whoosh ya sebagai alih teknologi,  msh lelet niy",122
"Asal berlanjur aja bosku, jgn sampai ganti nahkoda ganti pula targetnya",71
"Amin ,semoga ,petani  Indonesia  gampang mendapatkan pupuk.dan harga beras bisa turun lagi...",93
Moga Di beri kelancaran ❤,25
"Intinya harus terus gerak, alih teknologi dgn cepat &amp; tepat",63
Saya lebih bangga kalau buatan anak bangsa ❤,44
"Indonesia sudah cukup dapat TOT dari China dengan pembangunan KCJB, kini berani bangun infrastruktur dan kreta cepat produksi lokal, <br>Kadrun tambah iri, dengki, nyinyir begejolak di hatinya<br><br>&quot;Bangga menjadi Indonesia&quot;<br>&quot;Indonesia menjadi Bangga&quot;",276
"kebanyakan gaya, mobil Esemka aja nggak jelas 😂",47
Mobil nasional mana buktinya.,29
"Terus gmna KA cepat jkt - bdg buatan cina bos ku, buang aja kh, moga dilancarkan anak bangsa yg cerdas 😂👍",105
Kenapa pak jokowi nggak sabaran menunggu jadinya kereta api cepat buatan indonesia malah buru buru ngutang buatan cina,118
Berasssss,9
Up up,5
"Smg banyak berita macam seperti ini, jangan berita debat kusir aee😂",67
Zaman suharto bahkan pesawat bisa dibuat anak bangsa...,55
"kecepatannya tanggung klo cuma 230 km/jam klo utk jangka panjang minimal bikin kec sama dengan jkrt-bandung 300-350 km/jam, jgn buru2 klo blm maksimal kecepatannya dll, belajar dulu sampai hatam teknologinya agar dikemudian hari gak ada masalah saat dioperasikan",262
"Kalau memang kita sudah bisa membuatnya sebaiknya untuk jakarta Surabaya memakai produk kereta cepat dalam negeri supaya menjadi kebanggaan bangsa Indonesia,.. contohnya seperti LRT Jabodebek asli buatan PT INKA,... dan jalur jakarta Surabaya kalau bisa tercapai menggunakan produk kereta cepat dalam negeri akan membuka mata dunia tertuju kepada Indonesia",356
Si netizen +62 maha jago komentar,33
Hal yg mudah wat INKA.❤🇮🇩,25
"Itu sebenarnya yang harus dilakukan Indonesia, yaitu PENELITIAN &amp; PENELITIAN TERUS, agar Indonesia maju dan berdikari.",122
"Mantab.. daripada ke China, INKA kerja apaa..??? Develop sendirilah.. Percaya kepada pekerja Indonesia.. 💪",106
Coba dari mungkin sdh jauh melesat,34
Udah main di 350km/jam ee malah di turunin lg.mending bangunnya kereta cepat merah putih di sumatra aja dari aceh hingga lampung,128
Berdikari ndasmu. APBN digadaikn utk kereta cepatny Jokowi.,59
"Bisa jika mau,,  mungkin beli mesinnya. Saja ,, dan gerbongnya bikin sendiri... masuk akal.,, hrs mampu  jika mau.,persoalannya.dana anggarannya.👍",146
waw luar biasa hanya krn sdh sda gambaran/ bayang2 alih tehnologi masa sih kt hrs kalah dgn buatan cina seharusnya jk sdh klaborasi mestinya kreta cpt buatan anak bang diatas kecepatan krta api jkt- bandung menurut sy itu yg paling benar jd sy brharap seluuh anak nkri yg punya skil kt tdk boleh kalah dong artinya sebelum diuji coba krta cpt total karya anak bangsa ini minimal kecepztannya bs diatas 500 km/ jam jk belum mampu ya terus &amp; terus belajar liat rakyat RRT dulunya mrk bukan siapa2 tp kini sdh jadi rajanya tehnologi disegala lini tnk trus gas pol demi nkri maju,579
Mobil SMK Saja dr cina..? Gembar gembor nya dari Indonesia,58
Ya ...mesinnya merk singer    💪,31
Mimpi...?,9
Kenapa ngak bikin sendiri. Dr pada beli dr cina,47
"Judul beritanya anjing penjilat banget,,, itu jebakan utang china puluhan thn yg hrs dibayar anak cucu seluruh rakyat nkri ke china yg nantinya semua barang2 akan dinaikan dan dipajaki.",185
"Yang dikeluhkan warga itu masih soal  kebutuhan pokok... beras mahal, bbm mahal, listrik mahal dll... Kenapa ga intensifikasi pertanian saja? Supaya hasil panen meningkat, ga perlu impor...",189
Rezim cuma tdk mau repot dan pingin cepat dapat fee sj sehingga enggan ut mengusahakan kereta api cepat karya anak bangsa padahal anak &quot; Indonesia hebat&#39;,162
Jangan bangga berapa utangnya sekarang,38
"Alhamdllah ini baru karya anak Bangsa,karena klu kita bsa memuat sendiri jadi g usah lgi kita bergantung dgn negara luar untuk memproduksi kereta cepat..",153
Cuma narasi....!!! <br>Bulshit  !!!!,36
"Tirulah cina. Mereka jadi negara super power tekhnologi juga dari menjiplak bahkan mencuri data dan desain. Ingat bagaimana cina menembak jatuh pesawat tempur Amerika yg nyelonong masuk wilayah nya, so cina dapat harta karun, dgn hanya bebaskan sang pilot. Untuk menguasai dunia tak usah sok santun. Tenpuh segala cara. Itu yg dilakukan barat dan cina.",352
"TAI, GABAKALAN KESAMPAIAN PUTRA BANGSA PUNYA KARYA SENDIRI UNTUK BANGSA NYA, SELAGI CUKONG CUKONG ATAS MASIH MAIN KONGKALIKONG",126
Semoga bisa 350 atau 400 km/jam,31
Kalo seperti ini mah mendukung 1.000.000 %<br>Jangan hutang cina lagi,69
Dengar tuh para pembenci..ini yg nama nya ke untungan..jgn hanya bilang mahal mahal klu ini sudah jd apa di bilang rugi,119
mau ngutang lagi....,20
Mobil Esemka mana ?,19
Wah....mobil smk dapat saingan neee..😂😂😂,40
Iyalah.orang Indonesia banyak yg cerdas dan hebat...,52
"UNTUK BANDUNG SURABAYA TIDAK PERLU PINJAMAN LUARNEGRI, DAN IMPORT KERETA.<br>BUAT KONSERSIUM TERDIRI DARI SEMUA PEMDA YG DILALUI, INKA ,WIJAYAKARYA .<br>GUNAKAN APBD MASING MASING DAERAH. KONTRAKTOR /SUB KONTRAKTOR DINAS PU PEMDA.MEREKA PUNYA INSINYUR SIPIL DAN ALAT BERAT.<br>TUGAS PEMDA MEMBEBASKAN LAHAN DAN MEMBANGUN PRASARANA RELL.<br>KERJAKAN SERENTAK DIMASING MASING PEMDA SEHINGGA CEPAT SELESAI. <br>JADI TAK PERLU PINJAMAN LUARNERGI, JIKA MASIH KURANG MINTA TAMBAHAN APBN.<br>CARA INI SANGAT MENGUNTUNGKAN TAK PERLU PINJAMAN LUARNEGRI DAN PENGERJAAN CEPAT KARENA MELIBATKAN MASING MASING PEMDA YG DILEWATI.<br>JADI PEMDA IKUT MEMILIKI DAN SETELAH BEP DAPAT KEUNTUNGAN SESUAI PORSI MASING MASING.<br>KITA BUKTIKAN KITA BISA. <br>INKA BISA BUKTIKAN BISA BERSAING DI DUNIA INTERNASIONAL. SIAP SIAP KEBANJIRAN PERMINTAAN LUAR NEGRI.",837
"Kl kereta cepat kt roy surya kereta boong boongan ,statement ROY PANCI ini menunjukan kl roy panci putus asa melihat suksesnya kerjanya PAK JOKOWI ,dasar kampret",161
Lebih hebat teknologi esemka,28
"MARI HILANGKAN DENDAM POLITIK.    Mari kita bersaing dengan sehat, mari kita berbeda pendapat tapi tetap menghormati lawan yang dapat kesempatan. Mari kita mengkritik ide dan gagasannya karena kita punya merasa punya ide yang lebih cemerlang.<br>Janganlah kita dendam lalu mencaci maki dan menghina kerja lawan tanpa kita pun punya ide yang lebih baik. Pokoknya lawan salah saja mau kerjanya bagus mau engga..<br><br>Mari kita berkompetisi secara sehat untuk INDONESIA MAJU LEBIH BAIK.",485
Karoseri ato full-body? 😅,25
"Inilah Fungsi kerjasama dengan skema transfer of teknologi,<br>dengan menghadirkan pakar dari china maka pakar indonesia<br>berkesempatan belajar bagaimana kita bisa membangun kereta<br>cepat secara mandiri dikemudian hari menuju Indonesia Emas 2045.",250
Sebenarnya anak bangsa indonesia pintar2 dan cerdas.. Mantap maju terus karya anak bangsa.. Jika ada kekurangan nantinya perlu di sempurnakan..,143
"BERAK SEKEBON...yang ngerjain saja TENAGA CINA SEMUA , SAMPAI ANGKAT2 BATU..😂😂😂🤪",80
biaya riset cuma 4.89 miliar rupiah? kecil amat,47
Kalau presidennya pak Ganjar,28
Amin.,5
manaaaa yg gksuka ama cina............mikiiiirrrrrrrrr!!!!,58
Aamiin,6
Punya sendirivpake remot udah dulusn,36
Yuk bisa yuk Jakarta - Surabaya trus lanjut sumatera lanjut kalimantan dan pulau2 lainnya terkoneksi kereta cepat <br>Menuju Indonesia Emas,139
"Semoga generasi muda bisa ilmu tehnologi canggih, tidak cuma pintar demo dan berkata kotor, dan banyak teori",108
Kaum KADRUN mana... KADRUN mana😂😅,33
Jangan hoax mobil SMK aja cuma hoax,35
maaf kalau menerurut saya...model moncong depanya kurang keren....bikin lah model moncong depanya seperti pesawat terbang...atau kalau bisa seperti...moncongnya pesawat jet tempur  biar kelihatan keren dan kelihatan mewah kalau di lihat dari depan juga dari samping...?,269
Cuman janji2 doang. Sama kayak KCIC awalnya di tahun 2016 janjinya selesai 2019 &amp; B to B.. ternyata jadinya 2023 &amp; membebani APBN. Debt trap.,149
"Kalau Presidennya pak Anis, bakal di lanjutin ga bikin kereta cepat buatan dalam Negeri🤔🤔",89
Cina akan membawa indonesia menuju negara maju dan terkaya didunia,66
Tuntutlah ilmumu walau sampai di negeri cina👍,45
Banyak keuntungan besar yg diperoleh indonesia selama cina dan indonesia kerjasama tegnologi,92
Kita liat aja nanti china bener2 mau alih teknologi apa cuma janji2 palsu,73
"Indonesia saat ini ciplak otak otak org cina,indonesia memiliki anak bangsa yg sangat cerdas",92
Desainnya kurang greget. Bisalah anak2 muda d libatkan untuk desainnya yg keren,79
Semua yg baik utk kemajuan bangsa ini harus didukung,52
Mantap semoga terlaksana Amin.,30
Jgn bikin sendiri. Kerjasama ama CRRC lah.,42
Orang Indonesia gk kurang orang pintar cuma kurang orang jujur aj buktinya koruptor merajalela,94
"Saya tdk percaya jika masih di kuasai banteng, bawa² anak bangsa 😂😂😂<br>Ingat ESEMKA juga dulu begitu... 😂😂😂😂😂<br>Ini terkait lahan, bahan material dll. <br>Lebih mudah dari ESEMKA",180
Setelah ESEMKA,14
semoga masyarakat lebih tertib klo mau nyebrang di rel .. kereta biasa aja banyak yg nrobos apa lagi kereta cepat .. haha,121
"Bisalah. Wong buat pesawat aja kita bisa kok,mosok buat kereta cepat aja gk bisa. Pasti bisa....",96
Pembangunan kereta cepat di luar ga balik modal dan berhutang ke negerinya sendiri.. kita hutangnya kemana?,107
"Kita bisa, bikin pesawat terbang aja mahir.Indonesia🇮🇩",54
kata orang belanda:indonesia buat peniti saja tidak bisa....wah,63
na sekarg faham kan yg teriak teriak anti china....otak di perbaiki lagi,72
Yang masih mempersalahkan negara cina seharusnya meminta maaf karna berkat kerjasama dengan cina kita bisa membangun kereta cepat sendiri.. 👏👏👍👍💪💪✊✊❤️❤️🇮🇩🇮🇩🇮🇩🇮🇩🙏🙏,162
Ingat banyak alumnus ITS ITB PTDI dg tenaga angin solar cell yg bisa dipasang di sisi atas maupun depan kereta cepat shg bisa disimpan ke baterai untuk power kereta ...,168
percuma. penguasa lebih percaya pada china.,43
waw supr mantul itulah yg dikehendaki rakyat ada alih tehnologi maka awal pembangunan biayanya zungguh mahal tp tdk apa2 krn membeli ilmu dr negara lain zgtlah mahal jd tnk saudara km tiongkok tdk seperti jepang mrk masih ragu2 alih tehnologi ini artinya bukan negara sahabat dong tnk trus gas pol pk jokowi,307
kalau sudah bisa bikin sendiri. jangan lagi beli2 dari nagara luar,66
Anjir 4 m buat dana penelitian emang cukup,42
"Jiplak saja apa salahnya, toh Cina juga melakukan hal yg sama.",62
"Bangsa Kita...Bangsa YAng  <a href=""http://www.youtube.com/results?search_query=%23cerdas"">#CERDAS</a>..!",105
Ma shaa Alloh tabarakallah....mari kita beri semangat dn kepercayaan pd anak bangsa bisa bersinergi membangun bangsa Indonesia 🇮🇩🇮🇩🇮🇩👍👍👍,136
Indonesia makan singkong,24
Intinya jangan di korup<br> Pasti terwujud,42
Hasil transfer technology dengan China pt inka menuju kemandirian,65
Negara korup,12
"ya kalo kwluarga dinasti jokowi masih di istana ,jangan harap lah berdikari anak bangsa.  mobil esemka 10 tahun aja gak jelas.  mungkin admin buat judul berita negeri cina kali ya?",180
"🤨Agak aneh biaya riset kereta cepat &#39;hanya&#39; Rp.4 milyar lebih, kalo semurah itu biaya riset harusnya dari 10 tahun lalu sdh bisa bikin kerta cepat⚡🚄👍",157
Mudah mudahan dari aceh sampai ujung timur Jawa terhubung kereta cepat,70
"tolong kereta di sulawesi, masak berhenti di maros, lanjut donk sampai di kota makassar nya, gimana si pemerintak kota makasar",126
"Jangan kebanyakan bangga, hutang nya yang harus dipikirkan 😅",60
Desain di perbagus lah 🤭🤔,25
Kerennnnn indonesia,19
Ngibul utang lagi,17
"Alhamdulillah 😍, semoga Indonesia makin berkembang dan maju 🤲.",62
CUMA NGERAKIT KAN. ANGGAP AJA BIKIN BONGKAR PASANG,50
"Gunanya beli sama china bisa TOT kalau beli sama jepang, Eropa cuman jadi pemakai doank Indonesia, sama kaya mobil di Indonesia isinya mobil Jepang kita jadi konsumen sampai sekarang",182
Seharusnya Jalur Selatan lewat Solo Jogya dan Surabaya jangan membuat diJalur Utara Semarang Surabaya yang akan membanding banding kan jadinya,142
Nah itulah strategi &quot;beli dulu&quot; produk dari luar negeri barulah Indonesia meniru teknologi dan membuat sendiri kereta api sesuai pasar lokal,150
Buatan sendiri...????? Taaaaiiiiiiiiii,38
Indonesia pasti bisa...,23
"Bagus, tp utk Kereta cepat jalur nya harus khusus, jgn dicampur aduk dgn jalur kereta  konvensional utk menghindari hal2 yg tidak diinginkan, klo bisa bikin jalur yg Elevated yg bebas dr gangguan moda transportasi laennya...",224
Mantap boss,11
Kereta buatan China alias ngibul😊,33
Tapi kalau anis imin jadi presiden ga akan jadi,47
"Beli,  Bongkar,  Pereteli,  Pelajari,  Copy paste!  🙌",53
Ya bagus dong kan tujuan kerjasama sama china saling bagi teknologi,67
Itulah tot bisa buat sendiri kita kalau dapat tot coba kontrak kereta cepat  sama jepang pasti tdk mau bagi tot atau ilmunya karena jepang pelit ilmu tapi kalau china mereka ngak pelit tot tapi yg bahaya dari china itu jebakan hutang nya tapi kalau masalah teknologi boleh saya akui  china lebih hebat dari jepang bahkan jepang bukan saingan china dari segi ekonomi teknologi militer. Saingan china itu amerika serikat walaupun amerika negara nya banyak mengalami penurunan beberapa dekade melalui teknologi tapi menurut ku penurunan nya karena warga nya sendiri yg malas berinovasi dan juga banyak problem sosial di amerika. Mangkanya amerika merasa terancam karena mereka mulai kalah saing dari china,702
Indonesia bangkit.,18
Yang penting bukan koloni kadron yang memimpin insyaallah Indonesia maju,72
"Minta Pk JkWi yg knon pintar tu teken MoA antara CRRC bikin semuanya di pabrik Inka supaya kemajuan dicapai berhasil sndiri degn 90% dibikin dlm negri kalau benar kcic ada transfer teknologi. Bru Fuxing/ Whoosh versi Indo bisa kompetitif maju membangun Asia Tenggara. Baru bisa dianggap jasanya, klw org susah aja msh gk bisa dpt krja klw pmrinthan yg progressif mgutmakn keadilan sosial",387
Semoga PT KAI Bisa Buat Kereta Cepat Tenaga Magnet  !!&quot; Krn Kereta Cepat Tenaga Magnet Lebih Efisien dan Ramah Lingkungan ...<br><br><br>Maaf Bila Ada yg tak sependapat,173
NAAH KLO SDAH BISA INDONESIA  BKIN KERETA CEPAT KYA DILUAAR NEGRI KAN KITA NANTI BISA MEMYERAP TENAGA KERJA KITA SNDIRI DONG AYOO SEMANGAT2 BUAT IMDONESIA MAJUUUU2 MAJU     !!,175
Inovasi inovasi baru dari dalam negeri ditingkatkan dan pembiayaan dari  pemerintah untuk mendorong kemajuan2 inovasi perlu ditingkatkan,136
Iyaalaah Negara lain bisa memproduksi Kereta Cepat knpa kita Negara Indonesia tdak bisa ? Ayoo kita juga Bisa lah De bisa...SEMANGAT2 SEMANGAT2..INDONESIA HRUS BISA ADA KEMAJUAN2....,182
Jalurnya gak jadi lewat selatan kah ?,37
Setahu saya tidak lewat Semarang tapi lewat Jogja. Tapi ya lihat sajalah nanti jadinya lewat mana.,98
Jgn hanya melihat keretax...nantix akan banyak drama...karena apa yg di bilang tanpa anggaran negara...pada akhirx... negara  jg yg harus membayar melalui APBN....sedangkan hutang negara kita sudah semakin banyak.... IKN jg hutang luar negeri...klw banyak hutang takutx seperti Sri langka....negara gc mampu bayar bungax...,323
Kita sebagai orang Indonesia harus bangga dengan kereta cepat buatan anak bangsa yg tak dimiliki oleh negara2 tetangga kita. Inilah kehebatan kereta cepat buatan anak bangsa yg harus kita puji. Indonesia 🇮🇩 klo tentang pembuatan kereta cepat memang tak ada duanya.👍👃🤜💪🇮🇩,270
Bener2 kcic proyek malapetaka..demi dia punya legacy org2 1 negara harus nanggung hutang ratusan tahun.<br>Padahal tanpa cina aja bangsa ini mampu,146
"RI bisa, lrt buktinya",21
Inilah manfaat TOT,18
Inilah kenapa kita lebih milih kerjasama ama china daripada jepang<br>Jepang gak mau tot kereta cepat dengan alasan ba bi bu<br>Liat aja pasar mobil dan sepeda motor buatan jepang di indo udah berapa dekade nguasai pasar sini tapi kita tetep gak dapet tot,255
"Dibangun di sumatera, papua, dan kalimantan geura trus desain nya gk usah merah putih semua masa seragam dr LRT, KCIC sama yg ini..",131
Anak negri mana min,19
"Duh harusnya kemaren gausah beli, ntar buatan sendiri dikira beli ke china hadeh",80
KOCAKK BGT SIH INDOO... WKKWKWWK WONG BALIK MODAL AJH 100TH 😂😂😂 NGAPAIN SIH BIKIN KRETA CEPATT BODOHHH,102
"Aslinya dr dulu bangsa ini engga kekurangan orang pintar, cuma kurang orang jujur sama konsistensi aj, aamiin",109
"Amin Amin, Alhamdullillah Indonesia akan menjadi negara maju dan mandiri dalam hal kereta api. 👍🏿👍🏼🤲🏿🤲🏾🇮🇩🇮🇩🇮🇩🇮🇩❤️❤️❤️❤️",119
"itu yg mau aku denger wkkwkwkwkw<a href=""UCkszU2WH9gy1mb0dV-11UJg/ssIfY7OFG5OykQOpn4CQCw""></a><a href=""UCkszU2WH9gy1mb0dV-11UJg/ssIfY7OFG5OykQOpn4CQCw""></a><a href=""UCkszU2WH9gy1mb0dV-11UJg/ssIfY7OFG5OykQOpn4CQCw""></a><a href=""UCkszU2WH9gy1mb0dV-11UJg/ssIfY7OFG5OykQOpn4CQCw""></a><a href=""UCkszU2WH9gy1mb0dV-11UJg/ssIfY7OFG5OykQOpn4CQCw""></a><a href=""UCkszU2WH9gy1mb0dV-11UJg/ssIfY7OFG5OykQOpn4CQCw""></a><br>1 langkah mau maju",426
Salah Perbaiki. Gagal Coba Lagi.,32
tinggal psawat tempur siluman  nih mungkin ..membuat nya senyap di rahasiah kn kli ya..,87
"Kalaupun secara realistis hanya diproyeksikan ke depan -- untuk sementara ini -- 220-250 km/j sehingga disebut semi Kereta Cepat, ya gak apa-apa. Sambil terus belajar dan menjadi mandiri. Kecepatan segitupun sudah cepat dan berguna, sambil ditingkatkan terus ke depannya. Saya tak tahu apa sudah menjadi definisi dan standar khusus, bahwa KC harus 350-450 km/j atau 200-250 km/j sudah termasuk KC. Yang termutakhir adalah jenis Maglev, dengan teknologi magnetik dan rel magnetik, dengan penguasaan sains, riset dan teknologi di bidang magnetik pula (Kereta mengambang di atas rel); Kecepatannya, dikabarkan, hingga 500-600 km/j, dan -- sebagai perkembangan teknologi -- diproyeksikan hingga menyamai Pesawat Jet, dengan kecepatan 900 km/j.",739
Semoga ajaa bisa buat sendiri kereta cepat didalam negeri...asalkan belajar banyak dari China,93
