comment,comment_length
Loh garasinya ada merdu jep sama landcuser.😮,44
G butuh butuh banget sih buat indonesia mah.. .yang di butuh kan itu infrastruktur jalan yg bagus hingga ke plosok...karna orang Indonesia suka jalan jalan......😁😁😁,164
"Cepetan naik mobil, disana juga ga bingung mau naik apaan lagi",62
Kita? Kami apa kita?,20
Tapi saya perjalanan dari Jatinangor ke jakarta naik mobil 2 jam nyampe .lewat tol Cipularang.,94
2 jm jarak 145 km ... hihihihi hihihihi ga lancar,49
"Kretanya sih cepet bgt tp tdk efisien (2xnaik kreta yg berbeda).<br>Dr padalang ke kota bandung jauh, dr tegalluar kebablasan mayan jauh.<br>Kasih pemberhetian harusnya antara padalarang-tegalluar supaya dekat ke kota Bandungnya, jadi makin singkat",248
Kereta buat org org yg butuh kecepatan waktu trutama untuk para pebisnis,72
Kasihan yang anti pemerintah naik tapi ga merasa jiji Ama ucapannya. Untung gak punya rasa iba.,95
Sama aja transit mending pake mobil 60 k dh sampai bandung,58
misalnya kita boker di wc kereta selesai boker udh dibandung,60
"Gua bawa mobil pribadi, dari rumah (Jakarta - Bandung) Pasteur, cuma 1jam 2menit",80
"Klo hari sabtu/minggu pke mobil, waktu perjlnn dr pintu keluar tol buah batu - per4an buah batu adalh setengah waktu perjalann jakrta - bandung",143
Gimananya kmu menghitung waktunya,33
Mendingan pake travel...2 jam juga kok dr jakarta ke bandung kota..ga sah pindah2 repot bawa2 koper apalagi bawa anak..,119
bayangin aja kalau adu banteng😂,31
Kalangan bawah menyaksikan saja yah..tetap sabar dah perhatikan.😢,65
2005 sudah puas sewaktu di jepang. Too late Indonesia mah,57
Seikonya keren banget den...,28
Klo 2 jam sih sama aja dg bw mbl sendiri dr tebet ke pasteur  jg 2 jam an,73
2 jam ke Bandung cepat?? 😂,26
Fokus ke tulisan,16
"Yang harus nanggung hutang kereta cepat seluruh rakyat Indonesia , yang niikmatin kereta api cepatnya cuman orang Bandung-Jakarta 🤣🤣🤣",133
Wiiih dah mirip banget di taiwan…keren,38
Ada beberapa masyarakat yg merasa terbantu dg adanya kereta cepat tp sebagian orang yg lain merasa kereta cepat ini tdk byk membantu. <br>Menurutku sih proyek kereta cepat ini nanggung dan agak dipaksakan. Jaringan kereta api kita masih belum terintegrasi dengan baik dan menjangkau ke semua daerah. Dan proyek kereta cepat jkt-bdg itu terlalu pendek utk ukuran kereta cepat.,375
pake Kereta Bjir ya,19
Sesuai ongkos juga sih,22
Kapan ada di Sulawesi ya??! biar bs nikmati juga kereta cepat,61
bukan bandung bro tp yampe nya hnaya di st padalarang  bukan bandung kota,73
cepet juga kereta ekonomi 😅,27
"<a href=""https://www.youtube.com/watch?v=1AnfgY_0lMk&amp;t=525"">8:45</a>berangkat stasiun JKT halim =&gt;<a href=""https://www.youtube.com/watch?v=1AnfgY_0lMk&amp;t=585"">9:45</a> sampe stasiun bandung sejam sih<br>🤔🤔🤔",216
Tapi sayang nya gak secepat kereta cepat negara lain kaya jepang dan cina,73
Utang nya sampai kiamat ga bakalan lunas,40
"Ini Mah Pembodohan dan Yang Jelas Ribet,,Ribet Seperti si Pembuat Kebijakan tsb😂😂😂<br>Influencer sama Buzerrp Ternyata BeTi😂😂😂",126
"berarti perjalanan cuman <a href=""http://60.an/"">60.an</a> menit..<br>cepat sekali.. 👍",86
motor aja klo sepi 3 jam klo ngebut klo santuy mahhh 5 jam😢😢😢,61
kapan ada kereta cepat dari sabang ampe merauke ya,50
Aduh bukannya mampir dulu di cimahi bang 🤣,42
Beji depok - paskal23 <br>Jam 5.10 dr Depok smpe paskal 23 jam 6.45 nyetir pake mobil.. 120km/jam rata2.. cepat mana..,118
tiketnya berapa?,16
Loh ternya kereta tidak langsung Sampai Bandung 😮😮,50
"He really wants us to watch the whole video. He could&#39;ve said that KCIC is indeed faster, and here&#39;s the proof. But no",126
Tah...sami mawon..hasil kerja pak Anies jg byk yg hujat..JIS akhirny dipake..tp rumput diganti jd jelek...memang org jahat...nauzubillah bt malu negara,151
"yang dihitung di keretanya saja mas . <br>masa muter-muter di pasar ikut dihitung , 4 jamlah .......",100
"Saya pernah bawa mobil dari Jakarta jam 5,00 pagi sampai exit toll paster jam 6,00 .naik mobil Inova bensin. Masih kalah cepat ya😅",130
Aku waktu itu ke Bandung dan ngelewatin stasiun itu dan aku ke mesjid Al Jabbar,79
KERETA CEPAT KHUSUS YG MENENGAH KEATAS,38
Info harga tiketnya estimasi berapa kah?,40
berarti bukan jkt-bandung dong. jkt-padalarang 😂,48
Sama Bae ah sering ke bandung,29
Kadrun dungu dilarang naik.. Malu lah naik kcic... Yg benci jokowi.. Tuh dibangun buat warga  bandung,101
Jujur emang cepet banget..nyaman ..tpi dari turun dr kereta jalan ke luar stasiun nya lumayan panjang ya loby nya,113
Ingat Bagi yg Punya duit ya..😅,30
Semuanya ke bandung sesuai kebutuhan..kalo dibandung tdk ada kendaraan gimana?? Mendingan bw kendaraan pribadi.jd msh bs dipake bt kemana2..😅😅😅,143
Harga nya berapa dah,20
Saya jakarta bandung 2 jam 34 menit kako bawa mobil,51
Naik kcic sampe padalarang trus transit ke ka fedder trus sampe. Berarti 2 jam sama aja kek argo parahyangan cuman beda 54 menitan,130
Berarti durasi naik kereta nya cuma 1 jam ya..,46
Kenapa harus transit ya. Kenapa gak langsung aja berenti di stasiun bandung. Pindah dari kcic ke kereta feeder butuh 10 menit katanya. Org perlu naik kereta langsung sampai. Di tujuan malah diauruh transit lg bayar mahal kok transit.,233
yg hujat kemaren pada sembunyi di goa😅,38
"WUSSH adalah solusi bagi yg membutuhkan kecepatan mobilitas,kl yg menikmati perjalanan... pastilah pake kendaraan pribadi.. 😊😊😊",127
"Ke Halim bisa 1 jam lebih...apalagi kalo macet,,,ongkos grab atau taxinya buat bolak - balik lumayan",100
Lets go to Bromo,16
Harganya berapa?,16
gmn klo Kreta cepat ini jdi milik BUMN ya.. tp sayang tdk milik Indonesia milik cina. Indonesia hanya dpat pajaknya,115
Bg kerjaan abg apa sihhh koq bisa kaya raya?,44
Ah uang hutang yang nikmati yg  berduit rskyat kecil?,53
"lah punya mobil malah naik taksi,piye toh karepmu😂",50
"kereta cepat JKT-BDG ga wort it. soalnya org pinggiran JKT untuk mengakses kereta/stasiun tsb sudah di pastikan akan bermacet ria dulu di awal dan di kota tujuan  kurang lebih 30 s/d 60 menit, dan bs lebih.<br>dg kata lain untuk mengakses jarak n kecepatan yg tdk seberapa tp pengguna tanpa sadar SDH menghabiskan waktu sebelum n sesudah mengakses kereta tsb.<br>kesimpulannya kereta cepat unt jarak yg tdk signifikan ( tidak jauh jauh amat) lebih baik ga usah di buat.",469
"Kereta cepat waktu awal di hujat,sekamg hasilnya banyak yang mulai bangga. Seperti hal nya toll dulu di hujat, waktu pada mau liburan atau mudik akhirnya banyak yang menggunakan..",179
Jkt-bandung mah klo qta pake mobil sendiri bisa koq 2 jam asal gak macet..😁😁😁😁😁,79
Pokoke untuk keperluan mendadak sangat2 menguntungkan,53
Lebih kearah ga efisien uang waktu sih,38
"uSky / SkyWay - Transportasi String bertenaga Listrik buatan Belarus. Kecepatan hingga 500 km/jam.<br><a href=""https://www.youtube.com/watch?v=reHOj9NNhWQ"">https://www.youtube.com/watch?v=reHOj9NNhWQ</a>",203
Harga berapa bang ? Dan sampai jam brp,38
"Klo nyetir memang ga skenceng <a href=""http://ini.tp/"">ini.tp</a> nytr sy jkrta bandung dr dpan rmh kalian sampe bandung sy bsa lbh cepat",137
Tetep aja bang dengan  durasi 2jam perjalanan + harus nyambung naik kereta lain Belom Termasuk cepat.,101
Apa lg klw di bandingkan sama naik onta .apa tranpontasi kaki.yg punya gagasan itu siapa yah? Gua pengen ketawa takut dosa.salam waras buat bangsa yg mau maju.,159
Dulu banyak yg meragukan .dan menghina ini lah itu lah .penyakit orang yg ga berguna.cuma bisa nyinyir dan ngejek .tapi ga bisa ngasih solusi.bangke kan orang model kaya gt..,174
"Wah cocok nih buat orang-orang Bandung yang sering terbang ke luar kota/negeri, tinggal cari penerbangan yang turun di Bandara Halim, tinggal lanjut sedikit ke stasiun Halim..",175
Cuan nya lumayan nih😂😂😂,23
Mirip Ridwan Remin,18
ini yg disebut riding superbike gaspol 350km/j tapi sambil bobo pules dan zero adrenalin 😊,90
Salfok sama vario ganteng bgt😢,30
Kadrun kepanasan nih. Emang otak kadrun gak nyampe melihat jaman. Masih feodal mental jongos,92
Mungkin asyik kali ya kalau duduk diatas atap gerbongnya 😊,58
Gw dr pamulang ke bandung pernah sejam 30 menit pake mobil pas jalannya kosong,78
"Buat kita yg tinggal di jkt selatan jakbar ke halim agak jauh, drama nya naek transportasi umumnya yg gbs diukur ukur😅 krn gda transportasi umum yg integratsi ke halim kecuali busway, andai ada kereta ke arah halim enak enak aja..",230
Enakan naik motor lah.... Bisa mampir mampir sembil ngopi dan ngerokok.... 😂😂😂😂.. Apalagi penjual kopi nya manis.... Betah berlama lama.... 😅😅,142
"Fasilitas umum untuk rakyat, infrastruktur untuk rakyat ,bahkan penggunaannya sampai anak cucu kita nanti,anehnya masih ada rakyat yg menghujat pak Jokowi,dimana ya mata dan hati mereka ya,",189
Ini buat yang mikir waktu = uang,32
Menuju padalarang,17
Gw dari jatinegara naik motor dari jam 7 pagi ke arah cengkareng lewat casablanca ..2 jam😂😂,91
Buset mercedes,14
Kereta cepat jakarta - Padalarang<br>Bukan Jakarta bandung,58
intinya yg ngomong anu itu blm pernah meureun kalo udah pernah baru nyaho kalo perkiraan sy sih simpel pake kereta cepatlah biar gede modal sedikit ga ribet coba naik mobil sendiri wuiiih modal kudu gede,203
Beberapa kali nyampe bandung cuma 1 ½ jam pake mobil😂😂,54
Bukan jepat tapi sangat cepat,29
Nyimal,6
"warga Sumatera, Kalimantan, Sulawesi, Bali, NTB, NTT, Maluku, Papua: kfn yah 😔😔😔",80
Cek harga jkt-bdg,17
Whoosh itu kereta listrik atau pakai mesin?,43
Hmapir sama bawa mobil sendiri. Naik travel juga 2 jam<br> Sama saja ..,71
Kalau dua jam.. saya juga 2 jam sampai bandu g,46
"Ya teorinya bener ya, masih efisien paki mobil",46
Pak jokowi terlalu sadis untuk membangun negri ini.... <br>Salam hormat untuk pak jokowi presiden yg kami cintai...,115
buzzer bizzer bzir,18
ini klo untuk yg mau liburan.. Klo kerja ya milih naik mobil...,63
"Ya gak peduli mau hasil hutang atau apapun asal itu di gunakan fasilitas publik its okey, persetan omongan haters beban yg nanggung masyarakat lah apalah, woy beban utang udh ada sejak jaman dulu, mending nanggung beban hutang tapi fasilitas umum manusiawi ketimbang beban hutang tapi fasum kyk jaman purba🤣🤣🤣🤣",310
Sayangnya masyarakat kelas bawah lumayan berat beli tiketnya 😔😔😔,64
DUA JAM APA SIH LUH INFORMASI BODONG,36
Anak cucu harus bayar utang negara selama 45 tahun,50
2 jam jauh .katanya 45 menit,28
"Lebih cepat naik mobil deh , yang tinggal didaerah Serpong atau Puri Indah Jakbar mending naik mobil lsg masuk Tol (asal bkn tgl Merah/liburan) , lebih cepat naik mobil bang",173
351kmh jir<br>setara Lamborghini aventador svj,46
Ramai ya penumpang nya. Padahal sempat di nyinyiri sama netizen. Kata nya gx bakalan laku. Soal nya harga tiket mahal. Dan staisun nya gx sampe di kota bandung. 😁😁😂🤣<br>Jd ingat dulu th 2017 waktu liburan dari jakarta timur ke bandung. Pas libur weekend jumat sabtu minggu. naik mobil travel.  Berangkat jam 10.00 pagi sampe bandung jam 18.00. macet polll...,358
KADRUN2 TUKANG NYINYIR PADA KEMANA YA  ? 😅😂😊,44
"Waktu masih pembangunan kereta Cepat, banyak yg ngomongnya pesimis, siapa yg naik nanti gt kira2 komentarnya. Tp setelah melihat langsung di st Halim rame bgt orang dari pagi sampe malam kayak gak ada habisnya tu orang, walaupun saya blm pernah naik tp senang melihat keberadaan kereta cepat bisa menambah pemasukan kita sebagai OJOL😂😂😂😂",337
"Siapa bilang bertahun tahun sy tugas dibandung dari Jakarta ke Bandung cuma 1,5 jam naik mobil pribadi",102
Banyak ygembandingkan pdahal tujuan utama untuk membiasakan agar masyarakat selalu pake transportasi umum.. itulah tujuan utama nya,131
Aku masinis lebih tau,21
Ya Gk cpat. Lari cuma 90km,26
"iyaaaa, tapi tambah utang segunung ke China.... anak cucu Luh ntar yg bayar, blokk...!!!",88
"Info lowker Bos,,, 😢😢😢😢",23
Saya belum pernah ke Bandung naik kereta cepat dulu kebandung sebelum ada jalan tol cipularang pas mudik menjelang hari raya berangkat jam 09 pagi sampai ke Bandung jam 10 malam,177
Semoga surabaya jakarta terealisai....Aamiin,44
Pernh nyoba Dari Halim Ke Padalarang cm 28 menit..Baru coba merem sbntar gak kerasa dah nyampe😁,95
Lewat kabel whhhhooossstttt jkt-sby 1jam,40
Nggak Buruk untuk Barang Buatan Babi Kuning.,44
Serem ah . Kereta lambat ajapake tabrakan,41
Ngitung kok dr rumah ke bandung...yg ada juga dr jakarta ke bandung. Mang ada tiket tulisannya rumah-bandung....🤣🤣🤣🤣,116
Sangat bermanfaat bagi yg gajinya diatas UMR. Klo gaji pas²an kaya saya jauh enak naik bis😁,91
"Jakarta -Bandung total 2 jam??? <br><br>Naik Argo Parahyangan Gambir-Bandung 2.40 menit tanpa repot ambil tas naik turun tangga pindah kereta<br><br>Naik Bus Jackal Holidays Jkt Fatmawati-Bandung 2 jam <br><br>So goblognya bikin kereta cepat ga cepat untuk sampai Bandung. <br><br>Kalo stasiun akhir kereta cepat  di Bandung baru saya bilang pintar, selain itu sudilah kiranya saya bilang goblogggg",398
Terima kasih Jokowi  keren abis....,35
Apa bang gue di panggil mulu,28
Tarifnya brpa Bang?,19
Proyek cuan,11
"Mungkin msh ramai sampai menjelang puasa, dan ramai lagi saat lebaran dan bbrp minggu setelah nya klo mau nyobain mumpung service nya msh bagus..setelah lebaran akan sepi...dan mulai bermasalah dgn biaya operasional....CATAT ya",227
"sy biasa naik bis klo ga macet 2 jam, klo macet 3 jam 😊",55
Langkah Anis pemerataan pembangunan agar tidak timpang tindih di suatu pulau.,77
"Kalau ke Gedebage dna sekitarnya lebih enak lagi, 45 menit udah sampe pusat Gedebage",84
gue pake travel dari DU ke dukuh atas / sebaliknya 2.5jam,57
"Kalo dibandingin sama nyetir, saya dari Cawang bandung bisa 1 - 1setengah jam saja",82
Bang itu yang kereta yang dinaikin kamu yang kedua itu itu itu kepalanya itu toh itu namanya bias kereta cepat Tokyo yang kereta cepat yang,139
"W pengen ke Mall sby,, PP boleh dah",35
"Wow keren, jadi semakin tetap setia dengan kendaraan pribadi via tol 😊<br><br>Hidup kendaraan pribadi 💪",103
yah mendingan nyetir. kalo ngga macet 2.5 jam😂 itu jalan pelan,62
set dah 350km perjam perlu bukti dan penguji ya,47
Mahal om...,11
"Itu dia lg nyindir, sama aja kyk bw mobil bedanya tipis 😂",57
Min akau kalau dari fraktur ke berlin juga naik kereta cepat,60
1 jam dah dr St. Halim sampai keluar St. Bandung... kecepatan Feedernya mirip KRL,81
Dia tidak akan pernah mengatakan seperti yg selalu dikatakan Fitra Eri: tinggi saya 177cm 😊,91
Saya ke bandung dari Bogor lewat tol Cipularang cuma 2½ jam,59
Saya pikir aku doang yang salah dengar. Rupanya adminnya gk jelas ngitung jm nya🤦,81
Luar biasa,10
Ini baru tepat cara review begini. Komplit ga banyak bacot. Infonya sesuai yang dicari banyak orang 👍🏻👍🏻,104
Mau cpt susi air😅halim bandung,30
Semoga harga nya 200an lah masih terjangkau,43
Bandingin ongkosnya jga donk bang..,35
"2 jam ya, dulu isunya 30mnt?",28
Roy suryo kejang kejang melihat vidio ini,41
Trimakasih Pak Jokowi dh bikin NKRI makin maju end keren,56
"Abis itu ke leuwi panjang, terus naik angkot ke soreang jadi berapa jam..kalo rumahnya di depok naik krl dulu, terus naik grab ampunnn",134
yg lama gue dr depok ke halim...maceet,38
Bang coba loncat di dalam kereta 😅,34
Harga tiket gak d ksh tau brp..?,32
Meningan pake kereta biasa cuma selisih dikit waktunya.. Sy Bangga dgn kereta biasa,83
Kalo naik mobil 3 jam an dari bsd😂,34
Kereta cepat sampe ke purwakarta dong kan enak buat yg mau kerja dr jakarta,75
Gw rebahan doang 2jam kaga berasa tuh d kamar,45
Konyolnya knp k bandung kok harus naik kereta 2x. Btw harganya brp ya?,70
Sama naik mobil pribadi 2 jam juga,34
mantab bu guru🎉,15
Tampang lu ngelawak,19
Dari rumah (Cijantung) jam 7.00 sampe ke Hotel di setiabudi bandung 9.30 cepetan naik mbl ahh.. nanti kalo ke surabaya baru oke 👍👍,130
Waktu kecepatan 350 sekian. Itu ngg lama<br>Yg laen normal 250-300.nyaman kok. Sesuai hrg 250rb,95
"Bang, lu siapanya ridwan remin?",31
itulah kehebatan pak jokowi,27
Habis ongkos berapa bang??,26
"Cocok buat orang yg kerjaan di kejar waktu, lebih tepat nya menengah ke atas😅",77
Jadi gak langsung bablas ya harus transit dulu,46
hebat moga kota2 besar lain punay HRS juga,42
LP,2
Fokus sama batik megamendung cirebon,36
Kereta cepat ini sama seperti di luar negeri peruntukan utamanya memang untuk Business Travel yang mengutamakan kecepatan. Jadi bukan untuk orang yang mendang mending dan pengen hemat ongkos.,191
"🤤 cepett tapingak ekonomis, 2 Jam bisa sampel cileunyi kalau pake mobil, bisa isi 7 orang pula, bensin sama toll paling 200K.. 😂😂😂",130
Kalo diluar negri kreta cepat buat jarak jauh,45
Kurang efisien,14
Harga tiketnya berapa om,24
Saya dari pondok kelapa jakarta timur 2 setengah jam ke Bandung.,64
Orang kaya,10
Pokonya 2024 perubahan ....tetep anisss,39
Emang harga tiketnya berapa.?,29
"Berangkat 7.15 sampe bandung 9.25 sama aja ma bawa mobil berarti, kalo bawa mobil sampe Bandung gak kelimpungan cari kendaraan.<br>Tapi kalo sendirian doang dan diganti kantor ongkosnya, boleh lah.",197
"LOGIKANYA, KALAU NAIK KERETANYA CEPAT TAPI TOTAL WSKTUNYA LAMA, ALIAS PROSES DARI STASIUN KE RUMAH TUJUAN DAN SEBALIKNYA DARI RUMAH KE STASIUN ITU JAUH DAN LAMA, SANGAT MERUGIKAN, LEBIH BAIK NAIK BIS, MURAH TIDAK USAH KEBANYAKAN GONTA GANTI KENDARAAN, CUKUP GOJEK TERUS BIS",273
kreta penuh drama dan hutang.. gada yg dibanggakn,49
Cape deh....dulu benci .sejarang rame rame ngekspose .cape deh kadrun kadrun,76
Gak jg sih.. gw pernah jakarta bandung cm 1 jam 40 mnt bawa mobil sendiri,73
"Negara semua sanggup membeli bahkan membuat, tp klo masalah merawat😢",68
buset hanya perlu 2 jam dari JKT udah nyampe bandung<br>padahal nyambung 2 transportasi,87
"Dulu di kata2in orang, sekarang byk orang mendapatkan manfaatnya, jadi pelajaran yang suka nyinyir, kalau pemerintah bermaksud baik harus di dukung yang penting bermanfaat untuk rakyat",184
Katanya kereta ini tanpa APBN ya? Katanya sih😂,46
"yah cuman beda setengah jam doang ama motor ya... jakarta-via jonggol-cimahi 2,5 jam...",87
Belum sempet nguap udah sampe,29
"😊😊😊saya suka naik kereta kalo memang ada kekota kami enak ,cepat nyaman dn murah ❤❤❤",84
"So so... Dengan container yang lalulalang di tol, saya rasa itu sangat bagus untuk ngejar kecepatan dan kenyamanan traveling.",125
Mendingan naik bis 60rb udah eksekutif 2 jam sampai.,52
Butuh waktu yg cukup panjang klo mau bangun kreta cepat Aceh Lampung.. semoga aja terwujut..,92
Enggak goyang Sama sekali ? 😅,29
"Kalau nyetir muka abang juga gak se seger itu bang , pasti capek cemberut, mager karena lelah",93
Utk biaya nya berpa ya per orang?,33
"iya klo ga macet mending naik mobil lah..sama aja, bahkan bisa lebih cepat klo aga ngebut...",92
